Age,CGPA,Attendance,10th_Percentage,12th_Percentage,Backlogs,Internship,Projects,Communication_Score,Aptitude_Score,Placement_Status,Gender_Female,Gender_Male,Department_CE,Department_CSE,Department_ECE,Department_EEE,Department_IT,Department_ME
20,7.01,59.96,61.17,84.06,2,0,1,80,57,0,1,0,0,1,0,0,0,0
24,8.59,95.37,62.35,65.25,4,1,0,48,88,0,0,1,0,0,0,1,0,0
24,9.38,54.82,81.98,66.45,1,1,1,61,40,1,0,1,0,0,0,1,0,0
20,7.18,92.84,53.8,71.73,1,0,4,60,67,1,1,0,0,0,0,1,0,0
24,7.68,58.89,78.63,81.09,2,0,2,98,43,0,1,0,0,0,0,0,1,0
22,9.66,93.09,90.96,94.9,0,0,3,58,94,1,0,1,0,0,0,1,0,0
23,5.54,76.9,88.33,59.92,2,1,0,72,91,0,0,1,0,1,0,0,0,0
20,9.31,93.91,57.56,54.22,2,1,0,43,60,1,0,1,1,0,0,0,0,0
23,5.8,57.59,95.74,70.29,3,1,4,72,45,0,0,1,1,0,0,0,0,0
24,7.42,88.1,88.5,62.27,2,1,0,84,60,0,0,1,0,0,1,0,0,0
24,6.09,84.03,50.27,78.8,0,0,4,55,76,0,1,0,0,0,0,1,0,0
20,8.01,77.15,86.87,84.96,2,0,0,83,69,0,0,1,1,0,0,0,0,0
22,7.79,90.53,86.87,65.54,1,1,0,40,59,1,1,0,0,0,0,1,0,0
21,6.9,82.41,74.84,84.27,3,0,5,54,80,0,1,0,0,0,1,0,0,0
20,9.32,93.85,52.3,67.16,3,0,5,61,71,1,1,0,1,0,0,0,0,0
21,8.3,69.05,79.0,81.75,2,0,4,71,92,1,1,0,0,1,0,0,0,0
21,8.61,79.5,88.29,81.65,3,0,3,98,96,1,0,1,0,0,0,0,1,0
22,5.75,93.53,63.54,63.91,3,1,0,76,70,0,0,1,0,0,0,1,0,0
21,9.42,60.74,83.35,81.79,2,0,1,62,75,1,1,0,1,0,0,0,0,0
21,5.84,74.29,67.7,69.05,0,1,2,72,64,0,1,0,1,0,0,0,0,0
22,6.11,98.04,78.69,66.82,2,0,5,88,44,0,1,0,0,0,1,0,0,0
21,5.64,73.68,69.23,64.46,1,0,4,79,47,0,0,1,0,1,0,0,0,0
21,7.2,62.64,65.19,67.28,4,0,0,61,56,0,1,0,0,0,0,0,0,1
21,9.44,67.55,92.8,89.34,0,0,5,79,54,1,0,1,1,0,0,0,0,0
20,6.26,94.25,87.69,62.26,2,0,3,93,59,0,1,0,0,0,0,0,1,0
20,6.87,97.74,67.27,84.1,0,1,5,93,84,1,1,0,0,0,1,0,0,0
20,9.23,97.51,71.73,95.03,4,1,1,97,86,1,0,1,1,0,0,0,0,0
22,8.09,84.95,84.59,67.52,3,1,4,86,68,1,1,0,1,0,0,0,0,0
24,8.76,75.48,90.55,51.48,3,1,1,94,75,1,0,1,0,0,1,0,0,0
21,6.07,59.13,84.22,51.23,4,1,5,51,89,0,0,1,0,0,1,0,0,0
21,8.58,56.16,77.05,56.98,3,0,2,87,90,0,0,1,0,0,0,1,0,0
22,6.14,52.99,97.72,55.5,0,1,3,57,95,1,1,0,1,0,0,0,0,0
21,9.94,50.89,88.71,87.4,3,0,4,71,67,1,1,0,0,0,0,0,0,1
20,7.8,93.91,55.78,64.74,4,0,4,42,47,0,1,0,0,0,0,0,1,0
24,8.48,90.45,77.91,82.63,4,0,0,99,53,0,0,1,0,1,0,0,0,0
23,5.59,78.39,70.48,52.12,4,0,1,100,72,0,1,0,0,1,0,0,0,0
21,6.25,99.94,89.75,64.79,1,1,4,75,73,1,1,0,0,0,0,0,0,1
20,5.7,97.65,52.23,61.71,0,0,1,86,91,0,0,1,0,0,1,0,0,0
23,6.95,82.76,70.54,63.84,4,1,2,85,98,0,1,0,0,0,1,0,0,0
24,6.42,73.23,65.91,59.54,0,0,0,40,68,0,0,1,0,0,1,0,0,0
23,8.66,57.61,57.06,80.9,1,0,2,96,61,1,1,0,1,0,0,0,0,0
20,5.54,75.78,68.94,83.13,0,1,0,64,42,0,0,1,0,0,1,0,0,0
23,8.76,57.89,83.64,57.42,2,1,0,59,87,1,0,1,0,0,1,0,0,0
22,5.23,69.92,68.08,87.06,1,0,1,56,62,0,0,1,1,0,0,0,0,0
23,6.01,97.13,79.0,62.5,1,0,5,88,42,1,1,0,1,0,0,0,0,0
21,8.96,67.1,79.64,64.15,3,0,0,61,95,0,0,1,0,0,0,0,0,1
21,8.71,57.64,79.36,91.44,4,1,2,89,45,0,0,1,0,0,0,1,0,0
22,7.38,79.12,76.48,95.06,1,1,5,72,79,1,1,0,1,0,0,0,0,0
20,5.25,80.12,55.85,91.24,0,1,2,65,62,0,1,0,0,0,0,0,1,0
21,8.05,59.69,60.92,57.39,2,0,5,66,51,0,0,1,0,0,1,0,0,0
24,7.03,59.83,90.0,99.96,0,0,2,99,44,1,0,1,0,0,0,1,0,0
21,6.58,99.48,75.12,83.61,0,1,1,73,44,1,0,1,0,1,0,0,0,0
21,8.2,62.16,85.3,75.53,2,1,1,62,42,0,0,1,0,0,0,0,0,1
20,7.18,91.91,78.5,97.74,3,0,3,55,43,0,1,0,0,0,0,1,0,0
23,5.46,73.52,51.93,90.87,4,1,4,53,63,0,1,0,1,0,0,0,0,0
21,9.58,71.75,89.81,84.59,1,0,3,91,44,1,1,0,0,0,1,0,0,0
22,8.89,64.75,53.22,91.92,4,0,3,94,100,1,0,1,0,0,1,0,0,0
23,5.28,88.69,97.16,69.27,3,1,0,94,70,0,1,0,0,0,1,0,0,0
24,7.63,94.03,60.77,84.22,2,1,0,91,96,1,1,0,0,0,0,1,0,0
20,5.42,63.06,75.62,59.53,4,0,3,100,74,0,1,0,0,0,1,0,0,0
24,9.19,54.75,53.18,99.4,0,1,4,89,81,1,1,0,1,0,0,0,0,0
23,8.07,56.85,94.75,79.45,1,0,3,80,58,1,1,0,0,0,0,1,0,0
23,5.86,89.64,99.0,90.71,1,1,1,53,95,1,1,0,0,0,1,0,0,0
23,5.1,71.79,57.31,70.37,3,1,2,84,47,0,0,1,0,1,0,0,0,0
24,5.16,56.6,64.79,87.93,3,0,3,65,67,0,1,0,0,1,0,0,0,0
23,7.54,67.01,50.79,69.37,2,0,0,85,94,0,0,1,0,0,0,0,1,0
24,8.67,75.71,89.35,79.5,3,1,4,97,77,1,1,0,0,0,1,0,0,0
23,5.6,92.6,65.57,88.91,4,1,0,90,62,0,0,1,0,0,1,0,0,0
22,6.11,82.09,79.44,55.82,1,0,1,88,46,0,1,0,0,0,0,1,0,0
23,6.64,58.8,51.96,67.84,2,0,5,66,77,0,1,0,0,0,0,1,0,0
24,6.09,57.94,85.77,77.25,3,1,0,79,52,0,0,1,0,0,1,0,0,0
21,6.96,70.62,76.47,66.7,0,0,5,43,84,1,0,1,0,0,0,0,1,0
23,7.8,53.76,86.25,65.46,1,1,0,48,96,0,1,0,0,0,1,0,0,0
21,8.42,87.78,89.48,64.08,2,1,4,95,60,1,1,0,1,0,0,0,0,0
22,9.82,70.07,54.46,61.39,1,0,5,66,76,1,0,1,0,0,0,1,0,0
20,9.65,67.15,78.9,92.45,4,0,4,82,45,1,0,1,0,0,1,0,0,0
22,7.85,75.46,82.5,96.18,3,1,0,78,49,0,1,0,0,0,0,1,0,0
23,8.67,85.45,75.84,85.01,3,1,0,54,66,1,0,1,0,0,1,0,0,0
21,9.75,78.47,59.12,51.5,3,1,3,64,100,1,0,1,0,0,0,0,0,1
21,5.42,90.12,89.78,89.31,0,0,1,57,91,0,0,1,0,0,0,1,0,0
24,5.03,81.47,99.87,76.6,4,1,5,91,65,0,0,1,0,0,0,0,1,0
21,5.15,89.4,98.46,87.91,0,1,3,100,81,1,0,1,0,0,0,0,0,1
24,7.82,84.84,88.88,71.87,4,1,4,69,96,1,0,1,1,0,0,0,0,0
20,8.81,59.66,70.91,52.06,4,1,3,76,67,0,0,1,0,0,1,0,0,0
23,6.84,52.62,66.87,84.09,4,0,3,55,55,0,0,1,1,0,0,0,0,0
24,7.73,95.17,53.43,72.21,3,1,5,92,89,1,0,1,0,0,0,1,0,0
20,7.58,97.28,70.81,93.7,3,0,0,51,98,0,0,1,0,0,0,0,0,1
21,5.47,86.35,57.8,86.91,3,1,0,56,67,0,0,1,1,0,0,0,0,0
21,6.61,86.21,62.72,67.98,0,0,5,64,42,1,1,0,0,0,0,0,1,0
20,5.1,63.51,94.59,86.2,2,1,1,54,96,0,0,1,0,0,0,1,0,0
21,5.55,77.12,98.43,74.76,4,1,2,64,40,0,0,1,0,0,0,0,0,1
20,9.06,99.61,97.43,59.97,0,1,2,60,92,1,0,1,1,0,0,0,0,0
24,9.15,92.81,59.67,70.99,3,0,5,97,42,1,0,1,0,0,0,0,0,1
24,9.01,65.22,95.04,61.13,3,0,5,58,69,1,1,0,0,0,0,0,0,1
20,8.63,65.05,57.08,50.25,2,1,3,63,58,1,1,0,1,0,0,0,0,0
24,8.97,74.18,75.38,62.34,3,1,1,46,72,1,1,0,0,1,0,0,0,0
24,8.35,70.23,82.18,60.48,4,1,1,92,47,0,1,0,0,0,1,0,0,0
24,8.35,68.56,73.12,50.22,1,0,4,51,58,1,1,0,0,0,0,1,0,0
22,8.34,81.35,97.59,89.2,3,0,0,88,75,0,0,1,0,0,0,1,0,0
23,7.57,50.57,66.66,53.85,2,0,5,78,87,1,0,1,0,0,0,1,0,0
21,6.82,88.17,76.37,72.45,1,0,5,50,76,1,0,1,0,0,0,0,0,1
22,8.65,87.0,53.77,70.89,4,1,5,72,44,1,0,1,1,0,0,0,0,0
24,6.49,91.52,92.61,59.07,4,0,5,88,99,0,0,1,0,0,1,0,0,0
20,7.71,92.07,70.67,98.34,4,1,4,64,73,1,1,0,0,0,0,0,1,0
24,7.17,78.32,85.03,80.19,2,0,2,93,94,1,0,1,0,0,0,1,0,0
23,6.38,89.0,84.11,90.68,1,1,1,78,77,1,1,0,1,0,0,0,0,0
24,9.87,74.62,83.81,74.81,4,1,2,73,66,1,1,0,0,0,1,0,0,0
20,6.29,97.58,75.35,86.14,3,1,0,50,78,0,0,1,0,0,1,0,0,0
23,6.55,59.53,63.88,98.49,1,1,0,55,86,0,0,1,0,1,0,0,0,0
24,5.81,95.78,81.25,67.42,4,0,5,71,81,0,0,1,1,0,0,0,0,0
23,9.11,62.93,98.09,75.21,1,0,0,54,81,1,0,1,0,0,0,1,0,0
21,7.93,55.14,91.7,75.73,3,0,2,79,90,0,0,1,0,0,0,0,0,1
21,8.07,71.96,55.44,99.6,0,0,1,54,63,1,0,1,0,0,1,0,0,0
24,9.1,80.75,51.16,61.65,4,1,4,46,87,1,0,1,0,0,1,0,0,0
23,6.71,61.55,74.95,83.77,3,0,1,76,70,0,0,1,0,0,0,0,1,0
20,5.97,77.79,88.79,56.91,2,0,1,79,61,0,1,0,0,1,0,0,0,0
24,5.99,90.39,65.7,96.35,4,0,3,41,62,0,1,0,0,0,1,0,0,0
21,8.66,62.85,85.06,79.52,0,1,1,45,80,1,1,0,0,0,1,0,0,0
21,8.07,79.02,96.6,92.97,3,1,4,75,63,1,0,1,0,0,0,0,0,1
24,6.03,66.97,72.95,94.76,3,1,3,78,79,0,0,1,0,0,0,0,0,1
23,5.73,76.49,62.21,77.86,1,0,1,77,71,0,1,0,0,0,0,0,1,0
21,5.6,83.35,95.89,84.1,4,0,3,67,90,0,0,1,1,0,0,0,0,0
23,8.14,67.52,73.61,84.94,0,1,1,61,72,1,0,1,0,0,0,0,1,0
21,5.0,99.72,70.39,73.02,2,0,0,76,67,0,1,0,0,0,0,0,1,0
21,5.09,78.19,67.67,71.74,1,1,0,98,56,0,1,0,0,0,0,0,0,1
22,6.95,91.22,71.15,59.31,4,1,1,44,65,0,0,1,1,0,0,0,0,0
21,8.46,86.26,83.68,69.2,0,0,3,57,57,1,0,1,0,0,0,0,0,1
20,8.48,92.64,71.69,99.54,1,1,4,50,95,1,0,1,0,1,0,0,0,0
24,7.15,58.69,66.21,63.49,0,1,0,94,97,1,0,1,0,0,0,1,0,0
24,8.46,61.13,87.18,88.12,0,0,3,94,54,1,0,1,0,0,0,1,0,0
23,7.61,74.37,60.15,52.97,1,0,4,47,77,1,0,1,0,1,0,0,0,0
21,9.88,92.62,60.1,73.37,1,0,3,59,61,1,0,1,0,0,0,1,0,0
20,5.81,59.88,84.82,52.92,4,1,1,50,88,0,1,0,1,0,0,0,0,0
23,8.0,98.55,93.34,73.79,1,1,0,98,57,1,1,0,0,0,0,0,0,1
22,7.46,56.38,62.06,51.38,4,1,0,66,60,0,1,0,0,0,0,1,0,0
23,5.97,58.75,59.56,80.66,0,0,0,68,58,0,0,1,1,0,0,0,0,0
23,8.75,58.36,83.52,79.33,1,1,1,64,41,1,0,1,0,0,0,0,0,1
21,6.38,79.3,81.04,89.89,4,1,4,97,69,0,0,1,1,0,0,0,0,0
22,6.91,95.88,72.36,79.16,4,1,4,90,64,1,0,1,0,1,0,0,0,0
23,6.87,62.76,54.79,96.3,2,0,5,58,65,0,0,1,0,0,0,0,1,0
20,6.22,77.65,54.59,89.16,4,1,5,100,78,0,1,0,0,1,0,0,0,0
20,7.15,58.79,88.87,56.63,4,1,0,41,56,0,1,0,0,0,0,1,0,0
24,7.37,81.56,72.59,63.27,2,1,5,81,86,1,0,1,0,0,0,0,0,1
22,8.72,56.16,92.9,51.31,3,1,4,78,55,1,0,1,1,0,0,0,0,0
22,8.83,74.57,78.74,69.31,1,1,5,83,66,1,1,0,0,0,0,1,0,0
24,5.79,82.76,80.94,75.48,2,1,5,97,88,1,0,1,0,0,0,1,0,0
23,7.96,78.96,96.71,97.3,4,0,0,41,42,0,0,1,0,0,0,0,1,0
22,9.48,57.0,58.23,76.11,4,1,4,46,81,1,0,1,0,0,0,1,0,0
20,5.54,58.07,77.15,89.05,1,1,0,90,77,0,1,0,0,0,0,0,1,0
20,7.36,83.57,52.91,63.4,0,1,4,70,68,1,1,0,0,0,0,0,0,1
21,8.75,90.45,67.95,57.66,2,0,3,72,41,1,0,1,0,0,0,0,0,1
22,8.06,95.4,57.4,90.54,3,1,0,50,82,0,1,0,1,0,0,0,0,0
23,5.5,90.68,59.39,62.37,1,0,5,79,79,0,1,0,0,0,0,0,1,0
24,6.98,98.7,96.74,93.57,1,0,5,79,53,1,0,1,0,1,0,0,0,0
24,7.54,70.41,80.53,58.49,2,1,0,85,51,0,0,1,0,0,0,0,0,1
23,9.98,66.56,94.61,92.58,4,1,5,52,91,1,0,1,1,0,0,0,0,0
21,5.89,51.41,72.18,88.64,4,0,2,49,63,0,1,0,0,1,0,0,0,0
24,9.91,72.49,79.88,80.56,3,0,0,88,67,1,0,1,0,0,0,0,0,1
22,6.88,82.57,51.6,92.51,2,0,4,98,78,1,1,0,0,0,0,0,0,1
21,6.0,90.77,73.48,66.54,1,0,3,77,57,0,0,1,1,0,0,0,0,0
22,7.07,63.37,78.2,58.3,2,1,3,59,64,0,1,0,1,0,0,0,0,0
20,8.07,75.68,50.84,57.85,0,0,4,60,76,1,0,1,0,0,1,0,0,0
21,6.07,83.1,89.47,63.52,1,1,1,53,45,0,1,0,0,0,0,1,0,0
24,6.46,77.58,64.77,72.31,3,0,5,63,84,0,1,0,0,0,0,1,0,0
21,9.27,63.7,72.62,93.8,3,0,0,79,69,0,1,0,0,1,0,0,0,0
21,10.0,89.81,76.78,54.48,1,1,3,46,70,1,1,0,0,0,0,1,0,0
21,6.59,58.67,99.61,95.76,4,1,4,44,73,0,0,1,0,1,0,0,0,0
21,5.74,95.25,54.96,96.27,1,1,3,45,58,0,1,0,0,0,0,0,0,1
22,8.97,97.63,77.76,86.36,1,1,3,79,97,1,0,1,0,0,1,0,0,0
20,8.0,68.28,76.53,95.01,0,0,4,92,67,1,0,1,0,0,1,0,0,0
23,5.5,68.81,53.45,88.5,1,0,2,74,47,0,0,1,0,0,0,0,0,1
21,9.73,87.16,81.7,76.42,2,0,3,48,50,1,0,1,1,0,0,0,0,0
24,5.39,72.81,64.34,80.04,2,1,3,96,92,0,0,1,0,0,0,0,1,0
21,8.13,51.43,55.19,81.41,3,1,1,81,55,0,1,0,0,0,0,0,1,0
24,7.12,95.99,58.93,56.34,4,1,2,40,65,0,0,1,0,0,0,1,0,0
22,7.78,71.54,91.18,59.65,3,1,1,78,40,0,1,0,1,0,0,0,0,0
24,6.07,60.17,55.21,76.17,0,0,4,59,96,0,0,1,0,1,0,0,0,0
23,8.44,77.78,73.35,55.76,1,0,5,45,70,1,0,1,0,0,1,0,0,0
20,9.8,60.95,59.76,98.25,3,1,0,71,100,1,0,1,0,0,0,1,0,0
24,7.29,60.3,58.12,75.36,1,0,4,52,66,0,1,0,0,0,0,0,0,1
24,7.61,77.29,60.29,69.0,3,1,2,78,87,0,1,0,1,0,0,0,0,0
20,6.2,69.55,74.64,57.88,1,1,5,79,83,1,1,0,0,0,1,0,0,0
23,9.46,78.65,61.89,70.83,3,1,4,98,88,1,1,0,0,1,0,0,0,0
21,9.86,99.84,54.84,65.12,2,0,2,60,48,1,0,1,0,1,0,0,0,0
24,8.93,92.95,90.07,54.4,0,0,5,76,65,1,0,1,0,0,0,0,1,0
20,7.71,50.38,76.99,98.35,3,1,1,51,45,0,1,0,0,0,0,1,0,0
22,9.78,52.53,57.84,63.25,2,0,3,45,46,1,0,1,0,0,0,0,0,1
20,5.77,80.5,73.57,84.52,4,0,4,94,52,0,0,1,0,0,1,0,0,0
22,7.39,81.31,53.42,54.57,3,1,4,54,88,1,0,1,0,1,0,0,0,0
23,7.69,93.91,79.02,95.66,1,0,5,60,49,1,1,0,0,0,1,0,0,0
21,7.46,81.45,67.02,79.54,0,0,3,60,82,1,1,0,0,0,0,0,0,1
20,9.01,61.39,55.18,82.84,2,1,4,67,85,1,0,1,0,0,1,0,0,0
24,8.35,73.43,59.18,89.09,2,0,4,75,88,1,0,1,0,0,0,1,0,0
23,5.63,90.45,67.29,80.3,0,1,5,56,70,1,1,0,0,0,0,0,1,0
20,6.73,96.14,90.32,53.55,3,0,0,85,87,0,1,0,0,0,1,0,0,0
24,6.7,61.85,58.69,71.48,1,0,5,46,76,0,0,1,1,0,0,0,0,0
20,7.83,76.98,55.48,63.1,4,1,5,62,57,0,1,0,0,0,0,0,1,0
22,6.46,57.95,75.8,74.34,3,1,5,84,50,0,0,1,0,0,0,0,0,1
20,5.59,74.85,77.93,70.22,0,1,0,61,49,0,0,1,0,0,0,0,1,0
20,8.27,54.51,54.51,91.33,3,1,3,49,67,1,1,0,0,0,1,0,0,0
20,9.26,97.09,64.22,62.35,3,1,1,57,60,1,1,0,0,0,1,0,0,0
23,9.66,81.9,63.14,60.07,0,0,4,41,92,1,0,1,1,0,0,0,0,0
20,9.86,92.71,59.31,97.9,0,1,5,93,93,1,1,0,0,1,0,0,0,0
24,8.91,99.91,65.78,97.48,4,1,4,51,64,1,1,0,1,0,0,0,0,0
22,5.7,59.13,51.86,99.67,0,0,1,84,45,0,1,0,0,0,1,0,0,0
22,9.27,84.71,82.58,78.42,0,0,4,96,81,1,1,0,0,0,0,0,1,0
20,7.0,94.35,99.42,55.66,0,1,1,92,50,1,1,0,1,0,0,0,0,0
23,8.65,78.8,81.7,94.01,2,0,3,78,72,1,0,1,1,0,0,0,0,0
23,7.66,81.98,68.05,57.26,0,0,3,89,44,1,0,1,0,1,0,0,0,0
24,9.14,70.38,83.4,57.78,0,1,1,61,73,1,0,1,0,0,1,0,0,0
20,7.13,83.74,78.58,59.67,0,1,1,82,71,1,0,1,0,0,1,0,0,0
22,5.31,69.78,92.34,82.67,4,0,2,61,82,0,1,0,0,0,0,0,0,1
23,7.78,73.83,81.09,55.36,3,0,0,81,85,0,0,1,0,1,0,0,0,0
20,5.86,55.15,81.7,88.91,0,1,0,61,63,0,0,1,0,0,0,0,0,1
23,9.83,50.39,61.08,52.91,0,1,5,45,52,1,0,1,0,0,0,0,0,1
23,7.63,52.76,70.78,55.52,4,0,4,85,94,0,0,1,0,0,0,0,0,1
22,7.77,59.63,67.22,71.72,3,0,4,91,82,0,0,1,0,0,0,1,0,0
21,9.54,72.83,50.57,68.96,4,0,1,76,45,0,1,0,0,0,0,0,0,1
24,8.12,51.05,65.66,99.49,1,0,5,59,73,1,0,1,1,0,0,0,0,0
24,6.51,57.8,74.3,98.34,1,0,1,45,90,0,1,0,0,0,0,0,1,0
22,6.48,89.07,79.99,59.48,1,0,0,48,64,0,1,0,1,0,0,0,0,0
23,7.51,88.11,96.73,97.33,0,0,5,68,80,1,0,1,1,0,0,0,0,0
20,9.33,89.49,61.96,84.61,4,0,5,76,62,1,0,1,0,0,1,0,0,0
23,8.97,96.08,57.62,70.44,0,1,4,44,89,1,0,1,0,0,0,1,0,0
22,9.81,55.95,93.47,86.98,1,0,0,90,85,1,1,0,0,0,0,0,0,1
24,5.36,58.16,97.09,95.01,3,1,3,52,52,0,1,0,0,0,1,0,0,0
23,6.34,66.68,74.4,59.01,3,1,0,66,67,0,0,1,0,1,0,0,0,0
24,5.4,95.76,55.76,59.8,4,0,0,62,83,0,0,1,0,1,0,0,0,0
20,8.76,88.77,74.27,70.44,3,1,1,76,83,1,1,0,0,0,1,0,0,0
24,5.7,66.21,55.47,58.46,1,1,4,85,52,0,0,1,0,0,0,0,1,0
24,5.5,54.38,94.16,68.02,4,0,3,73,46,0,0,1,0,0,1,0,0,0
21,7.81,80.82,85.41,82.28,4,0,0,64,87,0,1,0,0,0,1,0,0,0
21,7.06,62.84,62.06,90.64,1,0,0,76,56,0,1,0,0,0,0,1,0,0
21,8.58,76.56,94.33,65.1,1,0,1,62,48,1,1,0,0,1,0,0,0,0
24,7.44,97.09,81.9,64.09,1,1,5,67,53,1,1,0,0,1,0,0,0,0
22,7.13,78.63,97.66,88.99,1,1,2,94,69,1,1,0,0,0,0,0,0,1
24,7.13,96.19,99.02,69.05,4,1,4,65,80,1,0,1,1,0,0,0,0,0
22,9.36,69.65,50.16,90.92,3,0,4,51,77,1,1,0,0,0,1,0,0,0
22,6.98,81.67,56.01,99.67,1,0,4,95,97,1,1,0,0,0,1,0,0,0
21,6.67,94.69,77.35,98.98,2,0,0,91,69,0,1,0,0,0,0,0,1,0
23,6.69,79.4,97.79,83.13,4,1,0,78,72,0,0,1,0,1,0,0,0,0
20,5.98,80.74,99.71,68.76,0,1,0,42,95,0,0,1,0,0,0,0,1,0
21,9.3,85.82,78.37,53.27,3,1,5,48,93,1,0,1,0,0,0,1,0,0
21,5.73,94.11,58.69,86.9,4,1,2,86,96,0,0,1,0,0,0,0,0,1
23,9.54,54.41,58.15,98.9,1,0,0,54,64,1,0,1,0,0,0,0,1,0
20,6.42,66.84,88.19,53.4,2,1,4,47,70,0,1,0,0,1,0,0,0,0
24,9.5,69.88,79.6,50.31,0,1,5,67,62,1,1,0,0,0,0,1,0,0
24,8.95,95.49,77.44,91.59,3,1,4,65,91,1,0,1,0,0,1,0,0,0
21,7.91,97.8,73.29,55.11,1,0,1,55,66,0,1,0,0,0,0,1,0,0
20,8.35,56.02,86.26,54.08,4,1,2,96,72,0,0,1,1,0,0,0,0,0
21,6.63,55.96,92.9,95.52,4,1,3,73,90,0,0,1,0,0,0,0,1,0
22,7.87,96.74,65.15,53.98,3,0,0,59,93,0,0,1,0,1,0,0,0,0
21,6.46,64.79,61.05,55.7,2,0,3,40,86,0,0,1,0,0,0,0,1,0
21,7.01,62.09,83.51,78.48,1,0,0,63,88,0,0,1,0,0,1,0,0,0
24,8.82,51.78,95.74,87.84,3,1,2,68,59,1,0,1,0,0,1,0,0,0
24,6.22,63.78,67.41,69.98,3,0,2,43,95,0,0,1,0,1,0,0,0,0
24,9.19,84.68,63.62,71.03,4,1,4,43,67,1,1,0,1,0,0,0,0,0
22,6.88,71.3,61.31,81.63,3,1,2,94,47,0,0,1,0,0,0,0,0,1
24,7.66,75.84,62.72,75.27,0,0,5,77,61,1,1,0,0,0,0,1,0,0
20,9.71,95.86,56.75,50.93,0,1,5,42,93,1,1,0,0,0,0,1,0,0
23,8.41,55.73,79.84,55.68,1,0,3,79,74,1,1,0,0,0,1,0,0,0
20,8.23,53.56,64.04,79.08,3,0,3,41,94,0,1,0,0,0,0,0,1,0
20,8.56,92.6,80.75,89.68,4,1,2,68,70,1,0,1,0,0,0,0,1,0
24,9.59,88.74,54.15,88.16,1,1,3,88,83,1,0,1,1,0,0,0,0,0
23,6.24,63.19,55.77,87.0,2,1,5,67,63,0,1,0,0,0,0,0,0,1
23,8.07,66.21,76.81,88.56,4,0,0,51,54,0,0,1,0,0,0,0,1,0
23,7.0,65.51,75.58,52.22,2,0,1,100,89,0,1,0,0,0,0,1,0,0
22,5.06,82.39,63.58,94.76,1,0,5,83,84,0,1,0,0,0,0,0,1,0
24,5.63,53.06,91.36,94.46,0,0,4,54,70,0,1,0,0,0,0,0,0,1
23,6.62,74.47,59.35,76.6,4,1,1,89,44,0,1,0,0,0,0,1,0,0
22,7.82,56.69,68.03,62.43,4,0,3,80,61,0,1,0,0,0,0,0,1,0
21,9.41,90.99,77.78,79.61,1,1,4,70,56,1,1,0,0,0,0,1,0,0
21,8.96,69.03,93.36,77.89,4,0,1,92,67,0,0,1,0,0,1,0,0,0
22,7.77,76.38,70.93,61.15,4,1,1,76,92,0,1,0,0,0,1,0,0,0
22,5.37,51.47,69.93,80.16,1,0,3,71,42,0,0,1,1,0,0,0,0,0
24,6.43,52.91,78.98,89.86,3,1,4,61,58,0,0,1,0,0,1,0,0,0
24,6.83,83.75,65.83,90.31,1,1,5,42,77,1,1,0,0,0,0,0,1,0
21,8.11,88.34,85.46,52.98,4,0,5,56,66,1,0,1,0,0,0,0,0,1
23,5.32,85.5,62.43,59.86,1,0,4,68,56,0,0,1,0,0,0,1,0,0
21,7.65,86.85,91.16,83.41,4,0,1,95,71,0,0,1,0,1,0,0,0,0
23,9.51,55.23,63.62,92.99,2,0,4,94,76,1,1,0,0,0,1,0,0,0
23,8.53,84.67,99.64,76.06,2,1,5,51,60,1,0,1,0,0,1,0,0,0
24,8.99,59.09,65.82,85.38,0,0,4,53,76,1,1,0,0,1,0,0,0,0
20,8.41,54.9,93.94,51.05,1,0,0,47,90,0,0,1,0,1,0,0,0,0
20,6.03,87.86,69.87,80.42,1,1,3,80,93,1,1,0,0,0,0,0,1,0
22,5.55,94.47,62.3,98.1,2,0,5,41,50,0,1,0,0,0,0,1,0,0
24,9.15,85.84,61.31,83.05,2,0,3,92,40,1,0,1,0,0,1,0,0,0
23,8.48,90.28,92.51,96.11,2,0,0,73,69,1,0,1,0,0,0,0,0,1
20,7.88,99.55,65.44,78.3,0,1,1,100,65,1,0,1,0,0,0,0,1,0
23,5.95,56.74,66.93,92.17,0,0,2,63,84,0,1,0,0,0,0,0,1,0
20,8.02,98.26,59.85,56.21,3,1,5,87,88,1,1,0,0,0,0,0,0,1
20,5.16,80.06,98.07,56.18,1,0,1,59,82,0,1,0,0,0,0,0,0,1
20,5.59,90.66,62.24,56.01,0,0,0,82,89,0,0,1,1,0,0,0,0,0
24,6.56,82.51,62.37,74.44,4,0,4,91,75,0,1,0,0,0,0,0,0,1
21,7.22,78.5,97.19,66.51,1,0,0,49,65,0,1,0,0,1,0,0,0,0
23,5.6,85.18,95.04,85.96,3,1,3,79,96,0,1,0,0,0,1,0,0,0
24,5.6,66.01,62.45,95.13,2,0,4,46,81,0,1,0,1,0,0,0,0,0
24,8.63,96.21,93.24,80.97,3,1,1,40,95,1,0,1,0,1,0,0,0,0
24,7.85,55.76,62.49,60.66,1,1,4,94,66,1,0,1,1,0,0,0,0,0
24,7.67,65.9,54.22,96.54,2,1,3,49,65,1,1,0,0,0,1,0,0,0
24,7.26,51.56,91.02,76.39,3,1,0,90,82,0,1,0,1,0,0,0,0,0
